comment,sentiment_scores,sentiment,subjectivity,word_count
Ok poor boy. We find ways.,"{'neg': 0.333, 'neu': 0.43, 'pos': 0.237, 'compound': -0.2263}",Negative,0.55,6
"Thanks for this video Ken. Really impactful. Wish i saw this earlier, would have achieved a lot. But i believe it's not too late.","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4477}",Positive,0.375,25
Great video bro,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",Positive,0.75,3
My goal is to get a job in data science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,10
I am confused I become Data Scientist or a Navy Seal.,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3182}",Negative,0.7,11
B.S Data science degree is it worth it?,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",Positive,0.1,8
Do you need a university degree to be a data science or could one be doing datacamp or 360datascience for example?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,21
"Such a great video. Thank you for your time and information. I am new to your channel and here I go to subscribe. 
My biggest goal is to be a data scientist in Marine Animals World. I wish I can work with organizations that are specialized in dealing with marine world projects.","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.8519}",Positive,0.5681818181818182,52
In the 365 Data science course you learn probability first... is this really that important?,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.2682}",Positive,0.5111111111111111,15
👍,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"What is your opinion on DataCamp? I am trying to find something structured to go through, and this seems like a nice option. What is your opinion? Thank you","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.7998}",Positive,1.0,29
Within  February 2021 I will learn concepts of probability and statistics and try to have a solid foundation on it and then I will jump into programming ( preferably R).,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.1531}",Positive,0.1,29
"Hi

I have no idea about phyton and R. How many month it takes to learn?","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}",Negative,0.5,16
"I am a high school student and I'm looking forward to be an ML engineer.
I also really enjoy coding in general(school is teaching HTML so basics but i enjoy it u knw).
Also I'm willing to learn python in my vacations *lmao nerds* 
Do u suggest going in the field?
I'm kinda scared by the pressure of work tho hehe","{'neg': 0.097, 'neu': 0.794, 'pos': 0.109, 'compound': 0.1963}",Positive,0.658,65
"1:20

Thank me later.","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",Positive,0.0,4
"Hey man, just came across you and really enjoyed and learned a lot from you! I'm someone who finished 2 years of college, finished all my general classes in a communications. However I just didn't see the value of finishing school at the time and went into Real Estate and has been great. However my passion is soccer analytics. I have a blog where I post all my visuals of my data analytics and it's picked up great traction! However I want to do data analytics for soccer full time but I don't know what the best route is. Either go back to school and get analytics degree or taking an online course/certification for all the soccer analytic knowledge I need. Any insight or advice for what route is better?","{'neg': 0.011, 'neu': 0.834, 'pos': 0.155, 'compound': 0.9599}",Positive,0.4833333333333333,134
I wish there was a google classroom for beginners who are studying data science with a expert in the group who could guide us😓,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019}",Positive,0.0,24
Gilfoyle had plastic surgery and made a youtube video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
Is there any age eligibility to study data science?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,9
I have may last year project based on computer vision. It was actually real time object tracking through video and recommend those items for shopping...,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5423}",Positive,0.18333333333333335,25
How can we find some freelance projects of data science?,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",Positive,0.0,10
"I'm in my final year of medical school, I want to go into data science. I just started learning python, I will appreciate any advice or guidance. Thank you!","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.6996}",Positive,0.5,30
Recently engineers from Amazon and Wall Street launched this website for interview preparation for data engineers: Please check out: https://machinelearningfaq.com/,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.5423}",Positive,0.25,21
Am I the only one who is looking at the books in the beginning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,1.0,14
You still replying?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,3
"Hi, I want to know that after few years experience in data science, How this experience will useful ,if some one want to become enterprinur, and what and all those fields, thank you.","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}",Positive,0.05,33
"Hi Ken! GREAT video! I'm struggling to escape tutorial hell, any tips? I learnt pandas and regression recently but I'm still getting stuck with cleaning the data and feature engineering.","{'neg': 0.216, 'neu': 0.666, 'pos': 0.118, 'compound': -0.545}",Negative,0.5,32
This was a great video! I am a college student that plans to pursue a career in biology/ecology research and we use a lot of R lol. I think the steps you outlined in this video are a great way to get familiar with data science for research applications! Do you have any advice for learning basic data science for bio?,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.9115}",Positive,0.5650000000000001,61
"Sir , as of now , is it necessary for a degree in data science ? Or being self taught and having degree isn't much different ?
Since I am in high school , I still have a choice to go for a data science degree in college next year.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.535,46
i want to join NASA a  data scientist  so what steps i should follow,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.3612}",Positive,0.0,14
would pure math be better in long term for data science than stats?,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",Positive,0.4666666666666666,13
"Ken, What books are you reading?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,6
"Well, I would had spent more time going outside in 2019 than 2020 thats a fact ^^","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}",Positive,0.21666666666666667,16
Very useful stuff. I would start at 3:30 and watch at 1.25 speed.,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4927}",Positive,0.0,13
"Thanks for this video! But I have few questions.
1. In my country, There is no such thing as data science course in our universities. What courses should I take for data science? Shoud I take math, statistics or CS? and do I need to take Master's Degree?
2. Did you learn DS or ML first? or both at the same time?
3. and Is it possible for me to learn it myself(with help of online resources)?","{'neg': 0.035, 'neu': 0.88, 'pos': 0.085, 'compound': 0.6062}",Positive,0.3763888888888889,79
This guy replyin to each comment no cap. What a real G.,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",Negative,0.30000000000000004,12
I am doing undergrad in Civil engineering. Is there any way i can switch to Data Science ??,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,17
"I'm just here because I am trying to learn more cuz I want to make a program and know nothing about proper data manipulation and all that jazz, so lets see where this goes.","{'neg': 0.067, 'neu': 0.885, 'pos': 0.048, 'compound': -0.1585}",Negative,0.3,35
"Hey Ken, I'm a second-year Data Sci student and I enjoyed your vid. Youtube recommended me this but I wish it had sooner as it had quite a few things I wish I'd done before I started! Although I was wondering if you could show us what the k-means graph would look like at 1:34? Anyway, great vid and keep doing what you're doing.","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.963}",Positive,0.5166666666666666,67
You have some good points but the problem is that most projects require deep learning knowledge. The Kaggle courses won't teach you how deep learning really works or what the parameters do so you are just going blind. I think once you get grounded with programming and the math you should do the HSE course on Deep Learning.,"{'neg': 0.113, 'neu': 0.856, 'pos': 0.031, 'compound': -0.7311}",Negative,0.4523809523809524,59
Love those goals! any luck on those Real Estate investments?,"{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.8172}",Positive,0.45,10
"This is great! Since this week is almost done, next week I’d like to finish my JavaScript course and make a webpage myself.","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.784}",Positive,0.375,25
"Anyone remember those sites in the 2000s where you click on one link for a video, then it just goes to another page full of links and then you click a link there and it goes to another page of links and on and on. That's what this video is like.","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.3612}",Positive,0.55,52
"I didn't see the video yet (but I will, after writing this). I would spend 95% of my time with software engineering topics. I wouldn't touch anything related to data science.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.4,33
"Hey Ken! Great videos, I just found you last week and have been going through your channel. I was wondering your opinion on whether or not going back to school is essential, or worth it? I am 30, with a associates of mechanical engineering that I got 10 years ago and never used. Do you think just learning these things that you have listed here without going back to complete my bachelors degree (in data science or statistics) would be enough to get me a position as a data scientist in the next 1-2 years?","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.7685}",Positive,0.2351851851851852,95
Subscribe to grow along an Canadian international data science student.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,10
is weka still useful,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",Positive,0.0,4
Kaggle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
if you had to start over ..stop calling it data science....data science as you call it is not science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,20
Thanks man with this wonderful idea. Please can I learn data science with Java not python.,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.8616}",Positive,0.6,16
How many days took to complete data science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.45,8
"2:44,3:50,4:00,6:50","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
how is this amount of project work feasible if you're not getting paid?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,14
"https://youtu.be/sCTVFJrF63E
Data mining tutorial.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,5
is a height ranking in kaggal is a well showcase of my experience and knowledge in the field and can land a data scientist job based on it or i still need to get a college degree in CS or math? how can i get that heigh ranking?,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.3527}",Positive,0.0,48
"Ken, Thanks for production effort and links. As retired HW engineering, am 40 years removed from classroom-like statistical/stochastic computations. Work had boiler-plate modeling with plug-n-play solutions. Have a good 30,000 ft. view of statistical tendencies, probability distributions & FS/FT behavior. Prepared for math remediation; calculus, ODE, LinAlg, PDE and basic prob/stat  augmented with R & Py. Can you suggest a roadmap or decision-tree representation for stats classwork beyond Intro to Stats/Prob. and which texts work best for the practitioner? SABERMETRICS (baseball) pique my interest most along with other obvious statistically-driven current events. With a plethora of free and accessible online resources, prefer self-guided, for the most part, approach.","{'neg': 0.018, 'neu': 0.81, 'pos': 0.172, 'compound': 0.9501}",Positive,0.425,106
"Great advice, and I think this video is great because it talks about the many different paths you could end up taking on a road into DS.  The tip to do some real-world projects is key for understanding.","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8481}",Positive,0.72,38
thank you for your advice!!,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.4738}",Positive,0.0,5
"Kaggle - recommended website for datasets, learning data science","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}",Positive,0.0,8
Pin my comment,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,3
"does being accountable means having a goal and stay true to it ?

I kind of overthink it, seeing ‘accountable’ as a duty for me to stay ethical during programming process.","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7269}",Positive,0.7166666666666667,32
This is the first video I've been able to sit through engaged in a genuinely interested and joyful way on the topic of data science. You're not gimmicky or salesy. Thank you so much!,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.902}",Positive,0.43166666666666664,36
Do we need to understand data structures and algorithms for data science?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,12
"Hey Ken, Thanks for the honest advice about the data science field.  Are there any sites you could recommend to get the basic statitics understanding?  Something like Kaggle.com?  Maybe free?  :)  Thanks!","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9649}",Positive,0.5375000000000001,31
I liked how you outlined your goals!  You crushed your subscriber goal for 2020! congrats!,"{'neg': 0.134, 'neu': 0.527, 'pos': 0.339, 'compound': 0.6458}",Positive,0.45,15
Bro i just completed my engineering and want to start a career at datascience and i  need.a good online teching site for datascience you prefer,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.4939}",Positive,0.6000000000000001,25
"What does a ""basic understanding of statistics"" entail?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.125,8
Thanks for making this video Ken! It was really informative especially for a non STEM background student like me.,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.69}",Positive,0.4666666666666666,19
Can you please suggest cloud computing vs Data scientist?,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",Positive,0.0,9
Tips for real and wannabe data scientists: don’t become I diva and learn how to program properly. Next : learn a proper programming language that is performant and productionasible.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.13333333333333333,30
"This seem the video not say where to learn to get the knowledge enough. 
Where to learn stat?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5,18
Do I need and ABET certification why or why not?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,10
Thank you so much for recommending Kaggle. I had never heard of that site before. You may have just saved me a lot of money. lol,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.7964}",Positive,0.44999999999999996,26
"What should my career path be to attain a job on sports analytics after completing msba program? 

I have heard msba is less programming intensive as compared to ms in data science. How much does that impact in getting a job in sports analytics??","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.13333333333333333,44
This is very helpful. Am interested in learning from the masters.,"{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.7233}",Positive,0.4,11
Hey Ken...can you tell how to study data structures and algorithms for data science,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,15
Thank you so much for this video! It's really useful and I'm going to follow your suggestions! =D,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.8836}",Positive,0.39999999999999997,20
Accountabilibuddy.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,1
"Hi Ken, thanks for your insight!

I'm a Masters in business, currently working as a Sr. Data/Business analyst for a supply chain company. I've recently changed my path from being a mechanical engineer who worked in the green energy field. I've always been fascinated by code and have quite some background in C++, I've taken some basic courses in python and have been doing a ton of exercises.

I'm thinking of progressing to a PM role in the future with the help of some DS certifications. Is there any career path advice you can help me with? Any insight would be greatly appreciated. Thanks!!","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.9645}",Positive,0.21250000000000002,109
"Hello, I majored in Biology in undergrad and I want to switch to data science. Can you give me some advice considering that I have minimal quantitative background","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",Positive,0.6,28
"This is so useful! I'm currently learning python because I always got suggested to ""master"" it (especially the most used libraries for data scientist/analyst like pandas, numpy, etc.). Is there anyone here who want to get $15  off to learn python too using premium interactive platform (I'm using Dataquest)? Just reply ny comment right away and I'll give you the referral code to get the discount!! ✨","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.8135}",Positive,0.4871428571428571,70
"My goal is to create a chatbot for my coaching business that will kick off on Udemy by next April. I just completed a month long Python boot camp and can now begin the real conversation design. My roadmap is in a paper I presented last September in Durban, SA - just as motivation to keep me at it. I’m a cybersecurity analyst and acquired my master’s degree in Linguistics at UGA in 2017. I guess I’m saying  all this to force myself to stay on track and change careers to machine learning. No one around me (including hubby, kids or friends) is interested in machine learning enough to make this their second (non-paying) job, the way I have 👀-> as of now. Between home, family, work, and an elderly mom in Africa,  I only have enough time to watch amazing videos like these. 

Thanks so much Ken!
Ina
P.S. from another video I just listened to, I’ve had the imposter syndrome all my life 😁.","{'neg': 0.013, 'neu': 0.887, 'pos': 0.1, 'compound': 0.9259}",Positive,0.3805555555555556,173
"Hey ken, what classes would you recommend taking in high school to become a data scientist? I’m currently in 10th grade taking honors algebra 2 and ap chemistry, and I’m really all over the place on classes I should take. What types of other classes are recommended for the field?","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7882}",Positive,0.37875,54
"Hi Kenny,  how about the DataQuest platform for Data scientists? Do you recommend investing money in it?","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.4329}",Positive,0.0,17
"Hey. I am a graduate with Statistics as my subject. I am about to complete a diploma in Data Science. No technical background or job experience. I want to dive deeper into Data Science. What would you suggest me pick between getting a masters in Statistics, or drop and focus on more Data Science learning for one year. I am really confused with this decision :-(","{'neg': 0.145, 'neu': 0.835, 'pos': 0.02, 'compound': -0.796}",Negative,0.5055555555555555,65
i started with python that is really difficult actually .i didnt have any data science knowledge .then i started learning SQL alone.evertjing was clear .if u get basic idea u can do anything,"{'neg': 0.086, 'neu': 0.834, 'pos': 0.08, 'compound': -0.0498}",Negative,0.40208333333333335,33
"Hey Ken
Is it possible to become a Data Scientist with a Bachelor in CIS and a Master Degree in Data Science or Business Analytics?
Thx","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",Positive,1.0,26
i think we should make AI more powerfull and intelligent i am thinking about make a neural network who can code something itself and also learn from it if anyone is interested in my thinking please mail me on virat.bhatt12@gmail.com . i want to do something out of the box but am a newbiei need to learn more things right now.,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5834}",Positive,0.5871428571428571,61
"How can anyone think the courses on Kaggle is good, I'll never know. I tried them, and was completely speechless. They are so bad, it's insane. And the Instructors are technicians who are so over the hill. I think that's why they're so bad. I need someone who's a beginner like me, not someone who's been working for 10 years.","{'neg': 0.175, 'neu': 0.746, 'pos': 0.079, 'compound': -0.8199}",Negative,0.6666666666666666,66
Video starts at 1:15,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,4
"""Learn the source code for the algorithms and try to implement them from scratch"" - Can you please make a short video on this.","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",Positive,0.3,23
Thanks 😊,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",Positive,0.2,2
I'm from economic background if i want to enter in data science field what should i do how many years will take me to understand,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.0772}",Positive,0.35,26
"Hey Ken
I just finished my graduate certificate and realised that I need to learn more to get a job.  I might continue on with the data science masters. Just wondering. What monitor are you rocking and if you were going to invest in a budget monitor what size should you get?
Cheers
Jason
(Thanks for your help earlier)","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.7003}",Positive,0.39999999999999997,59
"Good motivation booster! Since this down time I have started on the path of a new career in data, I have completed: 1) cert scrum master, 2) cert of completion up & running power bi desktop with maven analytics, 3) currently enrolled in sql; I plan to take pyhon & tableau next; how do I find a mentor or data project to join to apply my new learning? thanx","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.7777}",Positive,0.3663299663299664,67
"How much time I should spend by week? I’m in a university doing statistics and I already work in the field but I feel like I should been looking for more kaggle datasets or more complex problems but or i look too simple datasets or too complicated. 
There is a intermediate list of datasets?","{'neg': 0.082, 'neu': 0.856, 'pos': 0.062, 'compound': -0.268}",Negative,0.4928571428571429,56
If you’re in 12th year of high school and i wanna go into data science what advice would you give?like what subjects to take on etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.5399999999999999,30
Is an applied mathematics undergraduate a good path to data science?,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",Positive,0.6000000000000001,11
"to be honest, i think it's really hard to apply data science to companies if you graduated with non (it, math, physc) and never took a course. Because many company need a written evidence like certificate from us which states that we really have skill in data science. I know we can study python, sql, or any program language with self-taught in online platform but that's not enough to prove that we can do data science...","{'neg': 0.018, 'neu': 0.929, 'pos': 0.053, 'compound': 0.3723}",Positive,0.5283333333333333,78
i am learning data science RIGHT NOW so this is interesting. Python and stats and machine learning and TINY POTTED PLANTS YES,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.7504}",Positive,0.5119047619047619,22
I've seen a promotion link from you for 365 subscription but I kinda lost it and can't remember where I found it. Could you send me a link please?,"{'neg': 0.088, 'neu': 0.808, 'pos': 0.104, 'compound': 0.1128}",Positive,0.0,31
"Great content Ken, would you recommend AWS Machine Learning?","{'neg': 0.0, 'neu': 0.515, 'pos': 0.485, 'compound': 0.765}",Positive,0.75,9
"Just waste money, after several years, this job market will just be saturated. It is just a ponds trap.","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.6249}",Negative,0.0,19
"Hey Ken,I am an under degree graduate.If I learn data science through online will company hire me? If yes then which is best online platform for beginners.","{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.7845}",Positive,0.3,28
"Agreed, there is no replacement for real world projects.   When tutorials are designed, they will always come to a successful model with good results and will usually have the data nicely prepared for you.  That's exactly opposite of the real world.  You may work on a project for weeks and conclude there is no signal in the data at least in its current form, or you may work weeks on just preparing data or learning enough domain knowledge to understand the data.  That said tutorials and class learning are great to learn the workflow and structure of analysis. As you said you will be constantly going back and forth between direct coding and learning new methods to tackle new problems.  I would say if you have an idea of the domain you will be working in, you should focus your efforts on the models and concepts relevant to that domain.  There isn't a whole lot of similarity between analyzing mass scientific tabular data and computer vision.","{'neg': 0.04, 'neu': 0.85, 'pos': 0.11, 'compound': 0.9118}",Positive,0.46624579124579124,168
"Hey, Ken I also want to learn data science but i am confuse form where i start to learn data science. Can you provide me Step that i can follow to be a data scientist","{'neg': 0.075, 'neu': 0.889, 'pos': 0.037, 'compound': -0.296}",Negative,0.0,35
"I have enrolled for this course and I am currently undergoing the rigors of it. It would be great if you could check out the curriculum and let me know if this would be helpful and whether it is at par with industry standards. To be honest, this Masters program just scratches the surface but I have found it to be interesting so far:

https://www.upgrad.com/masters-in-ml-ai-ljmu-iiitb/

Also, if someone else is interested in pursuing this course offered jointly by IIIT-Bangalore, India and Liverpool John Moores University, UK then you all can check this link out for referral discounts:


Master of Science in Machine Learning & Artificial Intelligence:

https://www.upgrad.com/masters-in-ml-ai-ljmu-iiitb/?ref=YASH310
My Referral Code: YASH310

Master of Science in Data Science:

https://www.upgrad.com/data-science-masters-degree-iiitb/?ref=YASH310
My Referral Code: YASH310

There are various other programs as well. You can access any program and get the referral benefits in terms if course fee discounts using the same referral code! Happy Learning!","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.9833}",Positive,0.6409090909090909,156
"A couple of years down the line I want to build ML algorithms that do simple yet effective stuff. My weak area is statistics and this is something I really need to improve on. Understanding the equations of the graph to begin with maybe? Although I know a lot of statistical packages do most of the stuff for you but I believe understanding the underlying algorithm or the derivation of the equations would be helpful further down the line as I progress. With plethora of resources, I simply don't know where to get started and where to stop. I understand the python codes that someone else may have written but I am yet to reach a stage where I can start building something from scratch and that is something I really need to push myself to achieve as quickly as I can. Any help to get me closer to this is much appreciated!","{'neg': 0.03, 'neu': 0.828, 'pos': 0.142, 'compound': 0.9466}",Positive,0.3930886243386243,154
"Man, I can't take programmers who use Windows seriously! :P","{'neg': 0.14, 'neu': 0.577, 'pos': 0.282, 'compound': 0.4069}",Positive,0.8333333333333333,11
"Oh wow !!! thanks too much for this video it makes me loving more data science.
My Gol actually is in one year being able to work as a data scientist with python.
I'm an financial (auditor) but python has been always a program that interest me too much specially the 
data science part.
So please i'm open to learn and improve my self and the most have fun in this environment of learning.Again thanks you very much","{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.9811}",Positive,0.4147448979591837,79
Who else scroll through the video to find the path shown in the thumbnail like me?,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",Positive,0.0,16
Is knowledge of sorting algorithms useful?,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",Positive,0.0,6
"There is a degree on the college that i applied to that has data science as an undergraduate degree, its pretty cool but it goes more through the math and statistics path","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4118}",Positive,0.7166666666666667,32
"I've recently been failing so many software engineering internship interviews . To be honest , I'm sick and tired of how hard SWE is. With all of it's Data structures, algorithms  and it's challenges on leetcode ,  it gets really stressful. I took a udemy course on data structure and brushed up my coding skills for Java , but I still struggled . I've been looking into other fields such as Maching learning , Cybersecurity , and Data science.  what do ya'll think I should do ?","{'neg': 0.155, 'neu': 0.806, 'pos': 0.04, 'compound': -0.8199}",Negative,0.4923809523809524,85
"Dear Ken, I just finished my mechanical engineering in june 2020. Now I want to pursue my career as a data scientist but since I know it's a huge field and I can't just jump in. SO I have decided to opt for data analytics from springboard. So acn u plz guide me on this ken.","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6973}",Positive,0.9,58
"I'm a recent Bioinformatician graduate and I'm looking to switch to Data Science. I am quite fluent in R but also have good insights in Python and Java, although I steel feel a bit wobbly (the fact that I'm a slow programmer is what bugs me the most). Given that I already have a base in statistics, programming and database theory, would you be able to recommend a particular structured course that could be good for me? Thanks for the websites you recommended anyways!","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.9538}",Positive,0.500925925925926,87
.,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.0,0
Hi Ken! great video mate. I was looking for these types of advice. I'm just starting my journey here and I enrolled in my city uni toward a master degree in DS. I haven't got a strong math background but find it not difficult to learn to program. What will be your advice in terms of maths?,"{'neg': 0.033, 'neu': 0.869, 'pos': 0.098, 'compound': 0.5656}",Positive,0.6458333333333333,59
Is it possible to enter the field as a self taught or is a bachelors and above required?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral,0.55,18
You are good person,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",Positive,0.6000000000000001,4
This is like a ad.,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",Positive,0.0,5
"Thanks for a very useful video. I am wondering though, where would I begin ? Do I learn Python first or do I start with basic in statistics and math. Or a foundation in data science ? Do you recommend any Data Science courses ? Finally what is a realistic timeline to be somewhat advanced in this field if one spends 10 hours a week ? Thanks a lot.","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.9211}",Positive,0.3489583333333333,65
